No,Date_upload,Day_upload,Time_upload,video,Views,Length,Likes,Dislikes,Comments,the_channel,Category,subs_view_percentage,Ratings
1,07-03-2021,Sunday,18:00:00,Annoying Things Our Boyfriends Do,16263,04:48:00,1700,42,328,Wah Banana,COMEDY,1.23,97.69
2,28-02-2021,Sunday,18:00:00,Every Asian Auntie,133345,05:02:00,5400,63,445,Wah Banana,COMEDY,9.62,98.89
3,07-02-2021,Sunday,18:00:00,If We Acted Like Out Parents During CNY,155175,05:01:00,6200,51,378,Wah Banana,COMEDY,11.86,99.20
4,31-12-2018,Monday,13:10:00,What happened in 2018,140555,02:42:00,5600,72,727,Wah Banana,COMEDY,10.65,98.74
5,27-12-2020,Sunday,15:00:00,If Pets Could Talk,179431,08:32:00,2300,322,382,Ryan Sylvia,COMEDY,17.96,88.04
6,20-12-2020,Sunday,15:00:00,Why We Hate Our Colleagues,110167,13:57:00,2300,117,143,Ryan Sylvia,COMEDY,11.02,95.38
7,22-04-2020,Wednesday,15:00:00,Singaporeans Caught Risking Their Lives During CB Period?! | Exclusive Footage!,170650,12:43:00,3400,253,351,Ryan Sylvia,COMEDY,17.07,93.09
8,13-12-2020,Sunday,15:00:00,Catching 758 Pok?ons In A Day! ft New NOC Girl,123377,16:29:00,1600,183,221,Ryan Sylvia,COMEDY,12.35,90.24
9,02-12-2020,Sunday,17:59:00,If Apps Were People Long Long Time Ago,259864,05:23:00,9500,125,603,Wah Banana,COMEDY,19.82,98.71
10,29-11-2020,Sunday,15:00:00,When My Best Friend Turns Into A SIMP,157921,11:05:00,3400,295,535,Ryan Sylvia,COMEDY,15.81,92.17
11,22-11-2020,Sunday,16:00:00,Ways To Stop Being A Bad Friend,209503,06:45:00,3600,191,248,Ryan Sylvia,COMEDY,20.96,95.08
12,08-11-2020,Sunday,15:00:00,If Singaporean Girls Were Princesses,159405,08:47:00,3600,275,322,Ryan Sylvia,COMEDY,15.96,92.88
13,25-10-2020,Sunday,15:00:00,Singaporean Advice NOBODY Asked For,159703,11:17:00,3300,160,372,Ryan Sylvia,COMEDY,15.99,95.44
14,18-10-2020,Sunday,15:00:00,Millennials VS Gen Z: Ultimate Residential Debate!!!,82784,13:06:00,1800,192,336,Ryan Sylvia,COMEDY,8.28,90.76
15,11-10-2020,Sunday,15:00:00,Lovesick Singles Go SPEED DATING In Town!,247913,12:09:00,4200,129,557,Ryan Sylvia,COMEDY,24.83,97.04
16,04-10-2020,Sunday,15:00:00,What People REALLY Think Of Singaporeans,242327,14:09:00,4800,195,521,Ryan Sylvia,COMEDY,24.27,96.1
17,13-09-2020,Sunday,15:00:00,TRUE STORY: My Dead Colleague Called And I Picked Up,193401,08:36:00,4800,202,713,Ryan Sylvia,COMEDY,19.36,96.03
18,25-11-2020,Wednesday,12:00:00,Living With Your Asian Parents,265749,03:37:00,8800,135,882,Wah Banana,COMEDY,20.25,98.49
19,30-08-2020,Sunday,18:00:00,Dumb Ways To Die In Singapore,412042,03:29:00,11000,248,819,Wah Banana,COMEDY,31.40,97.84
20,16-08-2020,Sunday,15:00:00,Ten 10 Life Lessons Scarier Than 2020,340587,11:10:00,7600,349,700,Ryan Sylvia,COMEDY,34.09,95.64
21,09-08-2020,Sunday,15:00:00,NDP Special: Live News Gone Wrong!?,161671,11:56:00,3900,195,445,Ryan Sylvia,COMEDY,16.17,95.30
22,19-07-2020,Sunday,15:00:00,Ten 10 Types Of Influencers We All Know,213319,13:16:00,4600,243,719,Ryan Sylvia,COMEDY,21.32,95.02
23,19-07-2020,Sunday,18:00:00,Too Good To Be True,537600,05:10:00,13000,229,977,Wah Banana,COMEDY,40.86,98.36
24,05-07-2020,Sunday,18:00:00,GE2020 Explained As If We Were Vikings!,114034,03:41:00,4100,95,536,Wah Banana,COMEDY,8.64,97.78
25,28-06-2020,Sunday,15:00:00,Ways To Get A New Bae This 2020!,311352,15:34:00,6000,215,632,Ryan Sylvia,COMEDY,31.15,96.55
26,07-06-2020,Sunday,15:00:00,Ten 10 Ways To Get Over A Heartbreak,452810,10:48:00,10000,546,1161,Ryan Sylvia,COMEDY,45.30,95.07
27,03-05-2020,Sunday,15:00:00,We Caught our Bosses Slacking! Stuck At Home For 24 Hours Vlog,321226,12:47:00,5100,134,535,Ryan Sylvia,COMEDY,32.14,97.45
28,03-05-2020,Sunday,17:58:00,Unexpected Commercials Part 2,438539,05:45:00,12000,234,1408,Wah Banana,COMEDY,33.28,98.19
29,26-04-2020,Sunday,15:00:00,What Type of Singaporean Are You? | Interactive Video Adventure,256880,02:02:00,3700,106,402,Ryan Sylvia,COMEDY,25.69,97.22
30,12-04-2020,Sunday,18:00:00,Fourteen 14 Netflix Shows We Recommend,328902,06:11:00,8500,209,854,Wah Banana,COMEDY,24.98,97.61
31,08-03-2020,Sunday,18:00:00,Why We Have Trust Issues,878807,04:40:00,17000,492,787,Wah Banana,COMEDY,66.72,97.19
32,16-02-2020,Sunday,18:00:00,Valentine's Day Gone Wrong,461538,04:08:00,11000,193,680,Wah Banana,COMEDY,35.00,98.31
33,22-12-2019,Sunday,17:51:00,If Santa Was Singaporean,688344,03:27:00,14000,430,976,Wah Banana,COMEDY,52.17,97.17
34,17-11-2019,Sunday,18:00:00,If We Work 1 Day A Week,1095341,05:01:00,17000,380,721,Wah Banana,COMEDY,83.05,97.86
35,03-11-2019,Sunday,17:53:00,If We Worked for IKEA,827899,05:01:00,13000,366,725,Wah Banana,COMEDY,62.76,97.33
36,13-10-2019,Sunday,18:00:00,Awkward Office Birthday Celebration,287979,03:41:00,6800,167,524,Wah Banana,COMEDY,21.82,97.63
37,06-10-2019,Sunday,18:00:00,Guy On The Reserved Seat,776232,03:01:00,14000,433,763,Wah Banana,COMEDY,58.84,97.03
38,01-09-2019,Sunday,15:00:00,What To Do When You Forget Someone's Name,477721,12:07:00,7900,184,537,Ryan Sylvia,COMEDY,47.78,97.73
39,11-08-2019,Sunday,18:00:00,If Fairytales Had Twists,879588,04:20:00,17000,337,908,Wah Banana,COMEDY,66.66,98.07
40,04-08-2019,Sunday,18:00:00,Nice People Problems,1401491,04:51:00,23000,539,867,Wah Banana,COMEDY,100,97.80
41,28-07-2019,Sunday,18:00:00,Think Too Much,1149293,05:02:00,18000,403,667,Wah Banana,COMEDY,87.12,97.85
42,14-07-2019,Sunday,17:46:00,Unexpected Commercial,670210,04:16:00,17000,292,1075,Wah Banana,COMEDY,50.79,98.32
43,23-06-2019,Sunday,15:00:00,Shit People Say To Pregnant Ladies,356265,08:55:00,6800,248,605,Ryan Sylvia,COMEDY,35.63,96.49
44,09-06-2019,Sunday,17:50:00,Eh Nevermind！,844572,03:21:00,18000,416,1197,Wah Banana,COMEDY,63.98,97.84
45,13-02-2019,Wednesday,17:51:00,Valentine's Day - Lies vs Truth,889535,05:15:00,13000,291,843,Wah Banana,COMEDY,67.42,97.94
46,05-05-2019,Sunday,18:00:00,If Your Phone Was A Bro,1579981,04:06:00,22000,636,787,Wah Banana,COMEDY,100,97.28
47,21-04-2019,Sunday,17:59:00,Avengers Recap In 8 Minutes,879432,08:19:00,16000,514,1618,Wah Banana,COMEDY,66.65,97.02
48,07-04-2019,Sunday,15:00:00,Meeting My Online Boyfriend!,486919,14:55:00,9800,404,458,Ryan Sylvia,COMEDY,48.61,96.04
49,07-04-2019,Sunday,17:58:00,The Most Inappropriate Jokes,1041693,03:44:00,17000,400,868,Wah Banana,COMEDY,78.99,97.82
50,10-02-2019,Sunday,15:00:00,The REAL Husbands of Yishun,780915,16:08:00,1535,8800,559,Ryan Sylvia,COMEDY,78.09,94.09
51,03-02-2019,Sunday,21:10:00,Eleven 11 Types of People During a Fire,10670442,10:12:00,12900,4800,11352,JianHao Tan,COMEDY,100.00,96.37
52,08-11-2018,Sunday,21:00:00,Nine 9 Ways People Deal With Rejection,2265401,07:48:00,46000,1100,4986,JianHao Tan,COMEDY,49.25,97.49
53,07-10-2018,Sunday,15:00:00,Sixteen 16 Types of Students After Exams,1613333,12:05:00,16000,1000,1913,Ryan Sylvia,COMEDY,100.00,93.93
54,30-09-2018,Sunday,17:49:00,If Everybody Was Sarcastic,1507313,02:40:00,25000,558,822,Wah Banana,COMEDY,100,97.89
55,16-09-2018,Sunday,15:00:00,If Real Life Were Like Movies,475088,08:13:00,7200,478,510,Ryan Sylvia,COMEDY,47.51,93.80
56,26-08-2018,Sunday,15:00:00,What Not To Do During the 7th Month!,365305,04:57:00,6800,215,859,Ryan Sylvia,COMEDY,36.53,96.94
57,29-07-2018,Sunday,18:06:00,Lies We Tell Ourselves,1080040,05:33:00,14000,390,935,Wah Banana,COMEDY,81.82,97.36
58,15-07-2018,Sunday,18:00:00,Entertainment Evolution,307738,06:53:00,8200,342,884,Wah Banana,COMEDY,23.31,96.03
59,01-07-2018,Sunday,15:00:00,What's Your Singaporean Dream?,659894,12:39:00,6700,337,994,Ryan Sylvia,COMEDY,65.99,95.28
60,24-06-2018,Sunday,15:00:00,Eight 8 Types of Problem Gamblers,1268209,09:04:00,10000,592,841,Ryan Sylvia,COMEDY,100.00,94.58
61,10-06-2018,Sunday,21:07:00,Nine 9 PROBLEMS ALL GAMERS FACE,7658670,05:16:00,10400,4100,11176,JianHao Tan,COMEDY,100.00,96.17
62,20-05-2018,Sunday,15:00:00,Crazy Average Singaporeans (Crazy Rich Asians Trailer Parody),909514,03:08:00,44000,388,1679,Ryan Sylvia,COMEDY,90.95,99.14
63,06-05-2018,Sunday,15:00:00,Twelve 12 Types of Classmates!,2796413,14:19:00,40000,1400,4912,Ryan Sylvia,COMEDY,100.00,96.92
64,15-04-2018,Sunday,18:00:00,Professional Habits In Parenting,1110624,03:54:00,13000,336,769,Wah Banana,COMEDY,84.13,97.64
65,15-04-2018,Sunday,15:00:00,Singapore's Next Big Model!,1440368,16:51:00,12000,678,3253,Ryan Sylvia,COMEDY,100.00,94.72
66,08-04-2018,Sunday,17:48:00,Unfortunate Moments,1246581,04:52:00,14000,379,914,Wah Banana,COMEDY,94.44,97.40
67,01-04-2018,Sunday,18:00:00,If Superstitions Were Real,1582448,04:30:00,21000,667,1340,Wah Banana,COMEDY,100,96.92
68,25-03-2018,Sunday,15:00:00,Five 5 Types of Chinese Drama Cliché,1194653,12:45:00,21000,808,1289,Ryan Sylvia,COMEDY,100.00,96.31
69,25-02-2018,Sunday,15:00:00,Unnecessary Censorship!,348102,03:36:00,6100,490,508,Ryan Sylvia,COMEDY,34.81,92.67
70,04-02-2018,Sunday,15:00:00,Eight Things You Should Start Doing This CNY!,726280,07:48:00,8100,454,552,Ryan Sylvia,COMEDY,72.63,94.70
71,28-01-2018,Sunday,21:10:00,Eleven 11 TYPES OF FRIENDS YOU SHOULD GET RID OF IN 2018,2298100,06:45:00,34000,839,2417,JianHao Tan,COMEDY,49.96,97.59
72,26-07-2020,Sunday,15:00:00,Eleven 11 Facts You Need To Know About LEOS,184631,13:44:00,4600,152,1229,Ryan Sylvia,COMEDY,18.47,96.86
73,14-06-2020,Sunday,15:00:00,Eight 8 Types of Bad Habits After Quarantine,331090,09:08:00,6900,195,558,Ryan Sylvia,COMEDY,33.12,97.28
74,20-01-2019,Wednesday,18:00:00,You Are Fired!,1023300,05:08:00,13000,346,807,Wah Banana,COMEDY,77.56,97.51
75,21-07-2019,Sunday,21:00:00,JianHao's Office Tour 2019,2400718,13:13:00,51000,1300,7435,JianHao Tan,Daily Vlogs,52.30,97.38
76,03-11-2018,Saturday,15:00:00,Can You Guess The Price?,318856,08:57:00,5000,215,352,Ryan Sylvia,DO IT FOR MONEY,31.89,95.9
77,07-03-2020,Saturday,15:00:00,Are you the CHEAPEST MOM in Singapore? BOOMER VS Millennials,335926,14:38:00,5800,101,297,Ryan Sylvia,DO IT FOR MONEY,33.59,98.30
78,21-07-2018,Saturday,15:00:00,WHO'S THAT POKEMON?!,409407,08:31:00,5800,191,467,Ryan Sylvia,DO IT FOR MONEY,40.94,96.84
79,19-05-2018,Saturday,15:00:00,ANIMAL WEEK,432376,07:38:00,7500,127,880,Ryan Sylvia,DO IT FOR MONEY,43.24,98.34
80,13-10-2018,Saturday,15:00:00,Celebrities Money Rush!,437430,10:44:00,6800,186,942,Ryan Sylvia,DO IT FOR MONEY,43.74,97.36
81,28-03-2020,Saturday,15:00:00,How Well Do Boyfriends Know Their Girlfriends,443755,14:33:00,8500,131,508,Ryan Sylvia,DO IT FOR MONEY,44.38,98.49
82,10-03-2018,Saturday,15:00:00,HOW WELL DO FILIPINOS KNOW SINGAPORE???,485201,08:15:00,8200,195,854,Ryan Sylvia,DO IT FOR MONEY,48.52,97.68
83,05-05-2018,Saturday,15:00:00,GEOGRAPHY QUIZ #1!,522176,07:08:00,7400,188,594,Ryan Sylvia,DO IT FOR MONEY,52.22,97.55
84,22-12-2019,Sunday,15:00:00,"What would you do with $50,000? | Top Social Problems Faced by Youths Today",246098,13:12:00,5200,87,507,Ryan Sylvia,DO IT FOR MONEY,24.62,98.36
85,17-02-2018,Saturday,15:00:00,Guess The Angbao!,541221,09:37:00,7900,273,516,Ryan Sylvia,DO IT FOR MONEY,54.12,96.70
86,17-11-2018,Saturday,15:00:00,Are Singaporeans True Potterheads?!,596769,11:44:00,9700,191,1135,Ryan Sylvia,DO IT FOR MONEY,59.68,98.08
87,24-02-2018,Saturday,15:00:00,BEACH GIRLS POP CULTURE!,604329,08:25:00,7300,369,850,Ryan Sylvia,DO IT FOR MONEY,60.43,95.22
88,06-10-2019,Sunday,15:00:00,Giving Away Free Meals for Everyone!? ,237461,10:31:00,4200,86,322,Ryan Sylvia,DO IT FOR MONEY,23.75,98.03
89,22-09-2018,Saturday,15:00:00,North Is The Smartest Side Of Singapore?!,735903,09:01:00,8200,238,1528,Ryan Sylvia,DO IT FOR MONEY,73.59,97.20
90,25-08-2019,Sunday,15:00:00,Do Singaporeans Know Asian Geography?,257260,16:21:00,4100,80,309,Ryan Sylvia,DO IT FOR MONEY,25.73,98.12
91,21-07-2019,Sunday,15:00:00,Can Singaporeans Last 45s???,368587,11:36:00,6000,164,416,Ryan Sylvia,DO IT FOR MONEY,36.87,97.38
92,14-07-2019,Sunday,15:00:00,Are Singaporeans Smart Travellers?,330870,12:45:00,5800,157,361,Ryan Sylvia,DO IT FOR MONEY,33.10,97.37
93,30-06-2019,Sunday,15:00:00,Will Singaporeans DIE During An Emergency?,295005,13:10:00,5100,135,422,Ryan Sylvia,DO IT FOR MONEY,29.51,97.43
94,03-03-2018,Saturday,15:13:00,BEACH BOYS SPEED QUIZ,842793,07:56:00,10000,296,693,Ryan Sylvia,DO IT FOR MONEY,84.28,97.19
95,21-04-2018,Saturday,15:00:00,"MARVEL FANS, ASSEMBLE!",906812,13:45:00,9700,341,1515,Ryan Sylvia,DO IT FOR MONEY,90.68,96.93
96,28-07-2018,Saturday,15:00:00,DO SINGAPOREANS KNOW THEIR ALPHABET?!,1189969,09:35:00,12000,460,1195,Ryan Sylvia,DO IT FOR MONEY,100.00,96.33
97,27-01-2019,Sunday,15:00:00,Do Singaporeans Know Looney Tunes?!,336808,11:52:00,4600,128,493,Ryan Sylvia,DO IT FOR MONEY,33.69,97.30
98,03-02-2018,Saturday,15:00:00,Are Singaporeans Smart?!,2412176,08:59:00,27000,1900,2895,Ryan Sylvia,DO IT FOR MONEY,100.00,93.35
99,07-12-2018,Friday,15:00:00,What A Deal What A Steal: The Biggest Christmas Buffet in SG?!,251884,17:02:00,2900,176,384,Ryan Sylvia,DO IT FOR MONEY,25.19,94.35
100,02-11-2018,Friday,15:00:00,"Food King Singapore: What A Deal, What A Steal!",311014,14:58:00,3800,247,321,Ryan Sylvia,Food King Singapore 2018,31.10,94.03
101,30-11-2018,Friday,15:00:00,Food King Singapore: The Biggest Food Court Chain in SG!,383100,16:48:00,4000,236,632,Ryan Sylvia,Food King Singapore 2018,38.31,94.51
102,12-01-2018,Friday,15:00:00,Food King Singapore: Feasting In Bintulu For Under $10?!,395193,12:32:00,4400,173,414,Ryan Sylvia,Food King Singapore 2018,39.52,96.27
103,28-09-2018,Friday,15:00:00,Food King Singapore: Delicious Food That Makes You Beautiful?!,400253,17:03:00,4300,162,443,Ryan Sylvia,Food King Singapore 2018,40.03,96.41
104,20-04-2018,Friday,15:00:00,Food King Singapore: Best Ramen In SG?! (Part 1),409164,10:51:00,4100,245,529,Ryan Sylvia,Food King Singapore 2018,40.92,94.41
105,13-12-2018,Friday,15:00:00,Food King Singapore: The Most Epic Desserts!,423498,13:43:00,4700,151,364,Ryan Sylvia,Food King Singapore 2018,42.35,96.91
106,06-07-2018,Friday,15:03:00,Food King Singapore: All You Need To Know - Itacho Sushi,423547,13:18:00,4800,387,507,Ryan Sylvia,Food King Singapore 2018,42.35,92.62
107,09-02-2018,Friday,15:00:00,Food King Singapore: Next-Gen Hawker Dishes At $4!,423800,10:41:00,4100,169,260,Ryan Sylvia,Food King Singapore 2018,42.38,96.12
108,02-02-2018,Friday,15:00:00,Food King Singapore: Romantic Dining With A View!,436923,14:36:00,4500,157,425,Ryan Sylvia,Food King Singapore 2018,43.69,96.69
109,09-03-2018,Friday,15:00:00,Food King Singapore: Must-Try Artisanal Desserts,453829,13:36:00,5200,179,319,Ryan Sylvia,Food King Singapore 2018,45.38,96.71
110,04-05-2018,Friday,15:15:00,Food King Singapore: Make Yishun Great Again!,468072,13:46:00,4700,232,595,Ryan Sylvia,Food King Singapore 2018,46.81,95.30
111,23-03-2018,Friday,15:00:00,Food King Singapore: Iconic Penang Food Under RM$5?!,475980,13:22:00,4300,180,460,Ryan Sylvia,Food King Singapore 2018,47.60,96.03
112,26-10-2018,Friday,15:00:00,Food King Singapore: 3 Star Dishes At ABC Brickworks!,487766,14:07:00,4600,191,554,Ryan Sylvia,Food King Singapore 2018,48.78,96.07
113,05-10-2018,Friday,15:00:00,Food King Singapore: Keep Calm and Curry On!,488165,15:54:00,4800,176,486,Ryan Sylvia,Food King Singapore 2018,48.82,96.50
114,25-05-2018,Friday,18:32:00,Food King Singapore: Food-King Good Hawker Centre!,496098,11:37:00,4800,204,457,Ryan Sylvia,Food King Singapore 2018,49.61,96
115,28-12-2018,Friday,15:00:00,Food King Singapore: We Found The Most Divine Beef!,502652,16:13:00,4300,211,445,Ryan Sylvia,Food King Singapore 2018,50.27,95.37
116,09-11-2018,Friday,15:00:00,Food King Singapore: The Search for the Ultimate Wanton Mee!,502890,17:02:00,4200,225,658,Ryan Sylvia,Food King Singapore 2018,50.29,94.96
117,15-06-2018,Friday,18:30:00,Food King Singapore: Oldest Restaurant In Singapore?!,504795,14:04:00,4700,203,540,Ryan Sylvia,Food King Singapore 2018,50.48,95.88
118,19-10-2018,Friday,15:00:00,Food King Singapore: All You Need To Know - Black Tap Singapore!,511188,14:08:00,6100,219,657,Ryan Sylvia,Food King Singapore 2018,51.12,96.59
119,08-06-2018,Friday,18:30:00,Food King Singapore: Tastes Of China!,519670,14:10:00,5300,273,796,Ryan Sylvia,Food King Singapore 2018,51.97,95.10
120,16-02-2018,Friday,15:00:00,Food King Singapore: Top 3 Fan Recommendations!,527013,13:01:00,5100,204,342,Ryan Sylvia,Food King Singapore 2018,52.70,96.17
121,31-08-2018,Friday,15:00:00,Food King Singapore: Top 3 Places For Thai Food In SG,540712,15:45:00,5400,178,607,Ryan Sylvia,Food King Singapore 2018,54.07,96.86
122,16-11-2018,Friday,15:00:00,Food King Singapore: Sedap Halal Food Under $10?!,542676,14:00:00,5600,179,559,Ryan Sylvia,Food King Singapore 2018,54.27,96.95
123,30-03-2018,Friday,15:00:00,Food King Singapore: Crazy Porridge Buffet!,543256,13:45:00,4500,195,372,Ryan Sylvia,Food King Singapore 2018,54.33,95.90
124,13-07-2018,Friday,15:00:00,Food King Singapore: 3-Star Nostalgic Classics,544145,14:52:00,5700,155,339,Ryan Sylvia,Food King Singapore 2018,54.41,97.37
125,01-06-2018,Friday,18:30:00,Food King Singapore: Best Bites At Artbox 2018!,545082,10:24:00,5800,182,424,Ryan Sylvia,Food King Singapore 2018,54.51,96.98
126,03-08-2018,Friday,15:00:00,Food King Singapore: Shopping Mall Meals Under $20?!,549809,15:53:00,4800,178,460,Ryan Sylvia,Food King Singapore 2018,54.98,96.47
127,14-09-2018,Friday,15:00:00,Food King Singapore: Are Nathan Hartono's Recommendations Food King Good?!,552652,15:34:00,6100,240,676,Ryan Sylvia,Food King Singapore 2018,55.27,96.25
128,20-07-2018,Friday,15:00:00,Food King Singapore Tries Healthy Food?!,560145,15:37:00,5400,207,497,Ryan Sylvia,Food King Singapore 2018,56.01,96.31
129,24-08-2018,Friday,15:00:00,Food King Singapore: What To Eat At The Food Court?!,567435,15:36:00,5100,260,511,Ryan Sylvia,Food King Singapore 2018,56.74,95.21
130,27-04-2018,Friday,15:00:00,Food King Singapore: Halal Food You Wouldn't Expect!,608807,13:51:00,7600,195,643,Ryan Sylvia,Food King Singapore 2018,60.88,97.50
131,16-03-2018,Friday,15:00:00,Food King Singapore: Best Late Night Supper Buffet?!,641540,13:39:00,5400,210,547,Ryan Sylvia,Food King Singapore 2018,64.15,96.30
132,02-03-2018,Friday,15:00:00,Food King Singapore: Top 10 Potato Chips!,664641,11:36:00,6900,309,1126,Ryan Sylvia,Food King Singapore 2018,66.46,95.74
133,14-10-2018,Friday,15:00:00,Food King Singapore: Michelle Chong Has Raised The Bar!,681010,17:29:00,7000,229,509,Ryan Sylvia,Food King Singapore 2018,68.10,96.86
134,11-05-2018,Friday,15:00:00,Food King Singapore: Crazy $22 Nasi Lemak?!,689260,10:34:00,5900,326,638,Ryan Sylvia,Food King Singapore 2018,68.93,94.80
135,29-06-2018,Friday,15:25:00,Food King Singapore: Shockingly Good Hawker BBQ!!,701468,13:15:00,6300,245,495,Ryan Sylvia,Food King Singapore 2018,70.15,96.30
136,06-04-2018,Friday,15:05:00,Food King Singapore: Biggest Western Food Under $10!,826221,11:03:00,6100,321,780,Ryan Sylvia,Food King Singapore 2018,82.62,95.03
137,05-01-2018,Friday,15:00:00,Food King Singapore: Best Chicken Rice In SG?!,885525,13:28:00,6600,485,1206,Ryan Sylvia,Food King Singapore 2018,88.55,93.23
138,19-01-2018,Friday,15:26:00,Food King Singapore: Top 10 Best Instant Noodles!,976193,11:32:00,9200,1000,1698,Ryan Sylvia,Food King Singapore 2018,97.62,89.94
139,01-03-2019,Friday,15:00:00,Dealicious - What To Do This March Holidays!,230885,10:50:00,3300,209,361,Ryan Sylvia,Food King Singapore 2019,23.09,94.10
140,23-08-2019,Friday,15:00:00,Food King Singapore: $68 Mooncake vs $628 Mooncake!,248840,16:35:00,3100,184,283,Ryan Sylvia,Food King Singapore 2019,24.89,94.44
141,04-01-2019,Friday,15:00:00,What A Deal What A Steal: Seafood That Will Blow Your Mind!,259302,15:22:00,3200,256,588,Ryan Sylvia,Food King Singapore 2019,25.93,92.61
142,06-12-2019,Friday,15:00:00,Food King Singapore: 3 Star Dishes for your Christmas Party!,275829,20:15:00,3100,81,223,Ryan Sylvia,Food King Singapore 2019,27.60,97.46
143,28-06-2019,Friday,15:00:00,Food King Singapore: Best VS Worst: Japan Food Fair,316104,20:36:00,3900,209,524,Ryan Sylvia,Food King Singapore 2019,31.62,94.99
